id;level_1;level_2;level_3;level_4;level_5;bezug;motiv_zielbildung;informationsaufnahme;informationsintegration;aktionsauswahl;aktionsausführung;effektkontrolle;utterance;tp;absatz;level_0;recipe_no;step_no;step_component_no;recipe_id;step_component_text;step_text;task_level_0;task_level_1;seq;norm_seq;next_norm_seq;previous_need;penultimate_need
2585;Recipe;Request for Information Source;Request for Info Source explicit;;;plan;in;offen;offen;offen;offen;offen;Ähm kannst du mir Gerichte mit Spargel suchen mit möglichst vielen Milchprodukten. Also ich hab überlegt Spargel mit Tomatenrühreiern dann wären drei Gerichte weg ähm aber das passt glaub ich nicht zusammen und keine Ahnung. Also wir brauchen ja irgendeine Soße zu dem zum Spargel. Ja oder äh hast du schon was gefunden? Und was ist die kalorienarme Soße? Ja hast du ein Rezept gefunden? Ja und kannst mir das beschreiben? Welche Zutaten drin sind? Was ist noch drin Zitronensaft ist auch so ein Gewürz. Mach weiter? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen. Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas. Google mal Spargelgratin was da rauskommt. Ob es sowas gibt. Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis. Bei welcher Plattform?;1;30;fact;0;0;0;0.0;;;;;14;0.116666667;0.125;Recipe;Recipe
2589;Recipe;Request for Ratings;Display Comment Ratings;;;plan;fertig;in;offen;offen;offen;offen;Ähm kannst du mir Gerichte mit Spargel suchen mit möglichst vielen Milchprodukten. Also ich hab überlegt Spargel mit Tomatenrühreiern dann wären drei Gerichte weg ähm aber das passt glaub ich nicht zusammen und keine Ahnung. Also wir brauchen ja irgendeine Soße zu dem zum Spargel. Ja oder äh hast du schon was gefunden? Und was ist die kalorienarme Soße? Ja hast du ein Rezept gefunden? Ja und kannst mir das beschreiben? Welche Zutaten drin sind? Was ist noch drin Zitronensaft ist auch so ein Gewürz. Mach weiter? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen. Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas. Google mal Spargelgratin was da rauskommt. Ob es sowas gibt. Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis. Bei welcher Plattform? Ok kannst du Bewertungen anzeigen?;1;32;fact;0;0;0;0.0;;;;;15;0.125;0.13333333;Recipe;Recipe
2590;Recipe;Request for Ratings;Display Comment Ratings;;;plan;fertig;in;offen;offen;offen;offen;Ähm kannst du mir Gerichte mit Spargel suchen mit möglichst vielen Milchprodukten. Also ich hab überlegt Spargel mit Tomatenrühreiern dann wären drei Gerichte weg ähm aber das passt glaub ich nicht zusammen und keine Ahnung. Also wir brauchen ja irgendeine Soße zu dem zum Spargel. Ja oder äh hast du schon was gefunden? Und was ist die kalorienarme Soße? Ja hast du ein Rezept gefunden? Ja und kannst mir das beschreiben? Welche Zutaten drin sind? Was ist noch drin Zitronensaft ist auch so ein Gewürz. Mach weiter? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen. Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas. Google mal Spargelgratin was da rauskommt. Ob es sowas gibt. Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis. Bei welcher Plattform? Ok kannst du Bewertungen anzeigen? Bewertungen anzeigen bitte.;1;34;fact;0;0;0;0.0;;;;;16;0.133333333;0.14166667;Recipe;Recipe
2591;Recipe;Request for Ratings;Display Comment Ratings;;;plan;in;offen;offen;offen;offen;offen;mit möglichst vielen Milchprodukten . Also ich hab überlegt Spargel mit Tomatenrühreiern dann wären drei Gerichte weg ähm aber das passt glaub ich nicht zusammen und keine Ahnung . Also wir brauchen ja irgendeine Soße zu dem zum Spargel . Ja oder äh hast du schon was gefunden ? Und was ist die kalorienarme Soße ? Ja hast du ein Rezept gefunden ? Ja und kannst mir das beschreiben ? Welche Zutaten drin sind ? Was ist noch drin Zitronensaft ist auch so ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte;1;40;fact;0;0;0;0.0;;;;;17;0.141666667;0.15;Recipe;Recipe
2594;Recipe;Request for Ratings;Amount Star Ratings;;;plan;in;offen;offen;offen;offen;offen;Gerichte weg ähm aber das passt glaub ich nicht zusammen und keine Ahnung . Also wir brauchen ja irgendeine Soße zu dem zum Spargel . Ja oder äh hast du schon was gefunden ? Und was ist die kalorienarme Soße ? Ja hast du ein Rezept gefunden ? Ja und kannst mir das beschreiben ? Welche Zutaten drin sind ? Was ist noch drin Zitronensaft ist auch so ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen .;1;42;fact;0;0;0;0.0;;;;;18;0.158333333;0.16666667;User Search Actions;Recipe
2592;Recipe;Request for Ratings;Display Comment Ratings;;;plan;in;offen;offen;offen;offen;offen;glaub ich nicht zusammen und keine Ahnung . Also wir brauchen ja irgendeine Soße zu dem zum Spargel . Ja oder äh hast du schon was gefunden ? Und was ist die kalorienarme Soße ? Ja hast du ein Rezept gefunden ? Ja und kannst mir das beschreiben ? Welche Zutaten drin sind ? Was ist noch drin Zitronensaft ist auch so ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen;1;46;fact;0;0;0;0.0;;;;;19;0.183333333;0.19166667;User Search Actions;User Search Actions
2595;Recipe;Request for Ratings;Amount Star Ratings;;;plan;in;offen;offen;offen;offen;offen;zu dem zum Spargel . Ja oder äh hast du schon was gefunden ? Und was ist die kalorienarme Soße ? Ja hast du ein Rezept gefunden ? Ja und kannst mir das beschreiben ? Welche Zutaten drin sind ? Was ist noch drin Zitronensaft ist auch so ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind;1;48;fact;0;0;0;0.0;;;;;20;0.191666667;0.2;Recipe;User Search Actions
2596;Recipe;Request for Ratings;Amount Star Ratings;;;plan;in;offen;offen;offen;offen;offen;? Und was ist die kalorienarme Soße ? Ja hast du ein Rezept gefunden ? Ja und kannst mir das beschreiben ? Welche Zutaten drin sind ? Was ist noch drin Zitronensaft ist auch so ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder;1;50;fact;0;0;0;0.0;;;;;21;0.2;0.20833333;Recipe;Recipe
1070;Ingredient;Ingredients in Recipe;Ingredients in Recipe - explicit;;;plan;fertig;in;offen;in;offen;offen;und kannst mir das beschreiben ? Welche Zutaten drin sind ? Was ist noch drin Zitronensaft ist auch so ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein .;1;52;fact;0;0;0;0.0;;;;;22;0.208333333;0.21666667;Recipe;Recipe
1600;Preparation;Preparation Steps;All preparation steps;;;plan;fertig;in;offen;offen;offen;offen;ein Gewürz . Mach weiter ? Aber ich glaub das schmeckt scheiße das möchte ich nicht kochen . Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht .;1;54;competence;0;0;0;0.0;;;;;23;0.216666667;0.225;Ingredient;Recipe
2770;Recipe;Recipe Retrieval;Alternative Recipe Request;explicit;;plan;in;offen;offen;offen;offen;offen;. Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht . ähm ähm ähm ähm kannst du mal schauen ob es noch andere Rezepte mit Spargelgratin gibt ?;1;56;fact;0;0;0;0.0;;;;;24;0.225;0.23333333;Preparation;Ingredient
2604;Recipe;Recipe Summary;;;;plan;fertig;in;offen;offen;offen;offen;Such Soße auf Sahne oder zumindest Milchbasis oder Crème fraîche oder IRgendwas . Google mal Spargelgratin was da rauskommt . Ob es sowas gibt . Also Gemüßeauflauf mit Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht . ähm ähm ähm ähm kannst du mal schauen ob es noch andere Rezepte mit Spargelgratin gibt ? Mhm;1;58;fact;0;0;0;0.0;;;;;25;0.233333333;0.24166667;Recipe;Preparation
2682;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;implicit;aktivitaet;fertig;fertig;in;in;offen;offen;Spargel Tomaten und Paprika mit einer Soße auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht . ähm ähm ähm ähm kannst du mal schauen ob es noch andere Rezepte mit Spargelgratin gibt ? Mhm . dann ähm vielleicht noch ähm ein Salat mit dem Gemüse dazu ? mit den Tomaten und den Paprika und vielleicht noch mit den restlichen Eiern Rühreier .;1;62;fact;0;0;0;0.0;;;;;26;0.258333333;0.26666667;User Command;User Search Actions
2683;Recipe;Recipe Retrieval;Recipe Request;Recipe Request with Ingredients;implicit;aktivitaet;fertig;fertig;in;offen;offen;offen;auf ja so einer äh Milch Ei oder Sahnebasis . Bei welcher Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht . ähm ähm ähm ähm kannst du mal schauen ob es noch andere Rezepte mit Spargelgratin gibt ? Mhm . dann ähm vielleicht noch ähm ein Salat mit dem Gemüse dazu ? mit den Tomaten und den Paprika und vielleicht noch mit den restlichen Eiern Rühreier . Spargel Eier Tomaten Sahne ? Ja .;1;66;fact;0;0;0;0.0;;;;;27;0.266666667;0.275;Recipe;User Command
1601;Preparation;Preparation Steps;All preparation steps;;;plan;fertig;in;offen;offen;offen;offen;Plattform ? Ok kannst du Bewertungen anzeigen ? Bewertungen anzeigen bitte . Ok dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht . ähm ähm ähm ähm kannst du mal schauen ob es noch andere Rezepte mit Spargelgratin gibt ? Mhm . dann ähm vielleicht noch ähm ein Salat mit dem Gemüse dazu ? mit den Tomaten und den Paprika und vielleicht noch mit den restlichen Eiern Rühreier . Spargel Eier Tomaten Sahne ? Ja . Kannst du nochmal das mit der besseren Bewertung das Zweite vorlesen .;1;70;competence;1;0;0;59.0;;;;;28;0.291666667;0.3;User Command;User Command
1881;Preparation;Preparation Steps;First few preparation steps;;;plan;fertig;in;offen;offen;offen;offen;dann tu mal die einzelnen Bewertungen her ob da voll viel gut dabei sind oder oder auch mal schlechte . Nein ich mein die Bewertungen nicht die Kommentare . Die Bewertungen die STERNEbewertungen . Und dann vielleicht nochmal extra Bewertungen . Ja äh was soll der durch also was so die üblichen Bewertungen sind . Sind sind oft null Punkte null Sterne dabei oder viele fünf oder . Ok . Ähm ok dann tu mal das Rezept her was gehört da rein . Ok tu mal die Kommentare her oder les mal das Rezept vor wie man wie man es macht . ähm ähm ähm ähm kannst du mal schauen ob es noch andere Rezepte mit Spargelgratin gibt ? Mhm . dann ähm vielleicht noch ähm ein Salat mit dem Gemüse dazu ? mit den Tomaten und den Paprika und vielleicht noch mit den restlichen Eiern Rühreier . Spargel Eier Tomaten Sahne ? Ja . Kannst du nochmal das mit der besseren Bewertung das Zweite vorlesen . Les mal einfach die ersten Schritte vor . Was ich machen muss .;1;74;competence;1;1;0;59.0;;Den Spargel schälen, in mundgerechte Stücke schneiden und in wenig Salzwasser mit dem Zucker und 1 TL Butter ca. 15 Minuten zugedeckt kochen;;Spargel zubereiten;29;0.308333333;0.31666667;User Command;Preparation
